snapshot_date,office,race_id,state,primary_status,dem_candidate,dem_woman,dem_gender_basis,rep_candidate,rep_woman,rep_gender_basis,race_rating,dem_win_probability,rep_win_probability,expected_woman,notes,candidate_source,rating_source,gender_source,not_up_women_baseline
2026-09-09,House,AZ-7,Arizona,Completed,Adelita Grijalva,1,Woman — Rutgers CAWP roster,Daniel Butierez,0,Man — inferred (not on CAWP women roster),Solid D,0.965795,0.034205,0.965795,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,AZ-8,Arizona,Completed,Bernadette Greene-Placentia,1,Woman — Rutgers CAWP roster,Abraham Hamadeh,0,Man — inferred (not on CAWP women roster),Solid R,0.136800,0.863200,0.136800,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,AZ-9,Arizona,Completed,Dani Sterbinsky,1,Woman — Rutgers CAWP roster,Paul Gosar,0,Man — inferred (not on CAWP women roster),Solid R,0.044066,0.955934,0.044066,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,AR-1,Arkansas,Completed,Terri Green,1,Woman — Rutgers CAWP roster,Rick Crawford,0,Man — inferred (not on CAWP women roster),Solid R,0.021106,0.978894,0.021106,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,AR-2,Arkansas,Completed,Chris Jones,0,Man — inferred (not on CAWP women roster),French Hill,0,Man — inferred (not on CAWP women roster),Solid R,0.135000,0.865000,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,AR-3,Arkansas,Completed,Robb Ryerse,0,Man — inferred (not on CAWP women roster),Steve Womack,0,Man — inferred (not on CAWP women roster),Solid R,0.036683,0.963317,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,AR-4,Arkansas,Completed,James Russell,0,Man — inferred (not on CAWP women roster),Bruce Westerman,0,Man — inferred (not on CAWP women roster),Solid R,0.046069,0.953931,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-1,California,Completed,Mike McGuire,0,Man — inferred (not on CAWP women roster),James Gallagher,0,Man — inferred (not on CAWP women roster),Solid D,0.970232,0.029768,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-2,California,Completed,Jared Huffman,0,Man — inferred (not on CAWP women roster),Robin Littau,1,Woman — Rutgers CAWP roster,Solid D,0.971000,0.029000,0.029000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-3,California,Completed,Ami Bera,0,Man — inferred (not on CAWP women roster),Robb Tucker,0,Man — inferred (not on CAWP women roster),Solid D,0.947422,0.052578,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-20,House,CA-4,California,Completed,Mike Thompson / Eric Jones,0,Same-party finalists: 0/2 women; equal split assumed,Unknown,0,Unknown candidate → 0,Solid D,1,0,0,Same-party top-two final; candidate win probabilities use normalized Kalshi candidate markets.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxcaelection,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-5,California,Completed,Michael Masuda,0,Man — inferred (not on CAWP women roster),Tom McClintock,0,Man — inferred (not on CAWP women roster),Solid R,0.063380,0.936620,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-6,California,Completed,Richard Pan,0,Man — inferred (not on CAWP women roster),Unknown,0,Unknown candidate → 0,Solid D,0.988138,0.011862,0.000000,Top-two general includes Independent Kevin Kiley; no Republican finalist Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-20,House,CA-7,California,Completed,Doris Matsui / Mai Vang,1,Same-party finalists: 2/2 women; equal split assumed,Unknown,0,Unknown candidate → 0,Solid D,1,0,1,Same-party top-two final; candidate win probabilities use normalized Kalshi candidate markets.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxcaelection,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-8,California,Completed,John Garamendi,0,Man — inferred (not on CAWP women roster),Rudy Recile,0,Man — inferred (not on CAWP women roster),Solid D,0.969439,0.030561,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-9,California,Completed,Josh Harder,0,Man — inferred (not on CAWP women roster),John McBride,0,Man — inferred (not on CAWP women roster),Solid D,0.940117,0.059883,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-10,California,Completed,Mark DeSaulnier,0,Man — inferred (not on CAWP women roster),Jeff Frese,0,Man — inferred (not on CAWP women roster),Solid D,0.969000,0.031000,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-11,California,Completed,Connie Chan / Scott Wiener,0.5,Same-party finalists: 1/2 women; equal split assumed,Unknown,0,Unknown candidate → 0,Solid D,1,0,0.345000,Same-party top-two final; candidate win probabilities use normalized Kalshi candidate markets.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxcaelection,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-20,House,CA-12,California,Completed,Lateefah Simon / Jamie Joyce,1,Same-party finalists: 2/2 women; equal split assumed,Unknown,0,Unknown candidate → 0,Solid D,1,0,1,Same-party top-two final; candidate win probabilities use normalized Kalshi candidate markets.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxcaelection,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-13,California,Completed,Adam Gray,0,Man — inferred (not on CAWP women roster),Kevin Lincoln,0,Man — inferred (not on CAWP women roster),Lean D,0.933029,0.066971,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-20,House,CA-14,California,Completed,Aisha Wahab / Melissa Hernandez,1,Same-party finalists: 2/2 women; equal split assumed,Unknown,0,Unknown candidate → 0,Solid D,1,0,1,Same-party top-two final; candidate win probabilities use normalized Kalshi candidate markets.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxcaelection,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-15,California,Completed,Kevin Mullin,0,Man — inferred (not on CAWP women roster),Charles Hoelter,0,Man — inferred (not on CAWP women roster),Solid D,0.964947,0.035053,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-16,California,Completed,Sam Liccardo,0,Man — inferred (not on CAWP women roster),Peter Soulé,0,Man — inferred (not on CAWP women roster),Solid D,0.977126,0.022874,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-17,California,Completed,Ro Khanna,0,Man — inferred (not on CAWP women roster),Ritesh Tandon,0,Man — inferred (not on CAWP women roster),Solid D,0.976791,0.023209,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-18,California,Completed,Zoe Lofgren,1,Woman — Rutgers CAWP roster,Shane Lewis,0,Man — inferred (not on CAWP women roster),Solid D,0.981855,0.018145,0.981855,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-19,California,Completed,Jimmy Panetta,0,Man — inferred (not on CAWP women roster),Peter Coe Verbica,0,Man — inferred (not on CAWP women roster),Solid D,0.972000,0.028000,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-20,California,Completed,Sandra Van Scotter,1,Woman — Rutgers CAWP roster,Vince Fong,0,Man — inferred (not on CAWP women roster),Solid R,0.040888,0.959112,0.040888,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-21,California,Completed,Jim Costa,0,Man — inferred (not on CAWP women roster),Kyle Kirkland,0,Man — inferred (not on CAWP women roster),Likely D,0.911779,0.088221,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-22,California,Completed,Randy Villegas,0,Man — inferred (not on CAWP women roster),David Valadao,0,Man — inferred (not on CAWP women roster),Toss-up,0.875000,0.125000,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-23,California,Completed,Tessa Lynn Hodge,1,Woman — Rutgers CAWP roster,Jay Obernolte,0,Man — inferred (not on CAWP women roster),Solid R,0.058824,0.941176,0.058824,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-24,California,Completed,Salud Carbajal,0,Man — inferred (not on CAWP women roster),Bob Smith,0,Man — inferred (not on CAWP women roster),Solid D,0.967337,0.032663,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-25,California,Completed,Raul Ruiz,0,Man — inferred (not on CAWP women roster),Joe Males,0,Man — inferred (not on CAWP women roster),Solid D,0.956301,0.043699,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-26,California,Completed,Jacqui Irwin,1,Woman — Rutgers CAWP roster,Sam Gallucci,0,Man — inferred (not on CAWP women roster),Solid D,0.968969,0.031031,0.968969,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-27,California,Completed,George Whitesides,0,Man — inferred (not on CAWP women roster),Jason Gibbs,0,Man — inferred (not on CAWP women roster),Solid D,0.930576,0.069424,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-28,California,Completed,Judy Chu,1,Woman — Rutgers CAWP roster,April Verlato,1,Woman — Rutgers CAWP roster,Solid D,0.951783,0.048217,1.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-20,House,CA-29,California,Completed,Luz Rivas / Angelica Dueñas,1,Same-party finalists: 2/2 women; equal split assumed,Unknown,0,Unknown candidate → 0,Solid D,1,0,1,Same-party top-two final; candidate win probabilities use normalized Kalshi candidate markets.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxcaelection,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-30,California,Completed,Laura Friedman,1,Woman — Rutgers CAWP roster,Scott Meyers,0,Man — inferred (not on CAWP women roster),Solid D,0.971000,0.029000,0.971000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-31,California,Completed,Gil Cisneros,0,Man — inferred (not on CAWP women roster),Eric Ching,0,Man — inferred (not on CAWP women roster),Solid D,0.972500,0.027500,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-32,California,Completed,Brad Sherman,0,Man — inferred (not on CAWP women roster),Larry Thompson,0,Man — inferred (not on CAWP women roster),Solid D,0.966000,0.034000,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-33,California,Completed,Pete Aguilar,0,Man — inferred (not on CAWP women roster),Stephanie Vargas,1,Woman — Rutgers CAWP roster,Solid D,0.964947,0.035053,0.035053,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-08-22,House,CA-34,California,Completed,Jimmy Gomez / Angela Gonzales-Torres,0.5,Same-party finalists: 1/2 women; equal split assumed,Unknown,0,Unknown candidate → 0,Solid D,1,0,0.815000,Same-party top-two final; candidate win probabilities use normalized Kalshi candidate markets.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxcaelection,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-35,California,Completed,Norma Torres,1,Woman — Rutgers CAWP roster,Mike Cargile,0,Man — inferred (not on CAWP women roster),Solid D,0.972986,0.027014,0.972986,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
2026-09-09,House,CA-36,California,Completed,Ted Lieu,0,Man — inferred (not on CAWP women roster),Houston Brignano,0,Man — inferred (not on CAWP women roster),Solid D,0.961943,0.038057,0.000000,Win probabilities normalized from Kalshi D/R raw prices. Win probabilities normalized from Kalshi D/R raw prices.,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,https://kalshi.com/markets/kxhouserace/house-race-winner,https://cawp.rutgers.edu/facts/elections-and-appointments/women-candidates-2026,0
