snapshot_date,office,race_id,state,primary_status,dem_candidate,dem_woman,dem_gender_basis,rep_candidate,rep_woman,rep_gender_basis,race_rating,dem_win_probability,rep_win_probability,expected_woman,notes,candidate_source,rating_source,gender_source,not_up_women_baseline
2026-08-28,Senate,KS,KS,Completed,Adam Hamilton,0,Man — inferred (not on CAWP women roster),Roger Marshall,0,Man — inferred (not on CAWP women roster),Likely R,0.183168,0.816832,0.000000,Kalshi SENATEKS-26-D and SENATEKS-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,KY,KY,Completed,Charles Booker,0,Man — inferred (not on CAWP women roster),Andy Barr,0,Man — inferred (not on CAWP women roster),Solid R,0.055556,0.944444,0.000000,Kalshi SENATELA-26-D and SENATELA-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,LA,LA,Completed,Jamie Davis,0,Man — inferred (not on CAWP women roster),Julia Letlow,1,Woman — Rutgers CAWP roster,Solid R,0.072072,0.927928,0.927928,Kalshi KXSENATELA-26NOV-D and KXSENATELA-26NOV-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,MA,MA,Future primary,Ed Markey,0,Man — inferred (not on CAWP women roster),Unknown,0,Unknown candidate,Solid D,0.977466,0.022534,0.000000,Kalshi SENATEMA-26-D and SENATEMA-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,ME,ME,Completed,Troy Jackson,0,Man — inferred (not on CAWP women roster),Susan Collins,1,Woman — Rutgers CAWP roster,Toss-up,0.681818,0.318182,0.318182,Kalshi SENATEME-26-D and SENATEME-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,MI,MI,Completed,Abdul El-Sayed,0,Man — inferred (not on CAWP women roster),Mike Rogers,0,Man — inferred (not on CAWP women roster),Toss-up,0.608911,0.391089,0.000000,Kalshi SENATEMI-26-D and SENATEMI-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,MN,MN,Completed,Peggy Flanagan,1,Woman — Rutgers CAWP roster,Michele Tafoya,1,Woman — Rutgers CAWP roster,Likely D,0.907324,0.092676,1.000000,Kalshi SENATEMN-26-D and SENATEMN-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,MS,MS,Completed,Scott Colom,0,Man — inferred (not on CAWP women roster),Cindy Hyde-Smith,1,Woman — Rutgers CAWP roster,Solid R,0.068500,0.931500,0.931500,Kalshi SENATEMS-26-D and SENATEMS-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,MT,MT,Completed,Alani Bankhead,1,Woman — Rutgers CAWP roster,Kurt Alme,0,Man — inferred (not on CAWP women roster),Solid R,0.007663,0.992337,0.007663,Kalshi SENATEMT-26-D and SENATEMT-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,NC,NC,Completed,Roy Cooper,0,Man — inferred (not on CAWP women roster),Michael Whatley,0,Man — inferred (not on CAWP women roster),Lean D,0.918164,0.081836,0.000000,Kalshi SENATENC-26-D and SENATENC-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-22,Senate,NE,NE,Completed,Dan Osborn (I),0,Independent principal opponent,Pete Ricketts,0,Man — inferred (not on CAWP women roster),Likely R,0.295000,0.705000,0.000000,Kalshi SENATENE-26-DOSB and SENATENE-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,NH,NH,Future primary,Unknown,0,Unknown candidate,Unknown,0,Unknown candidate,Lean D,0.843434,0.156566,0.000000,Kalshi SENATENH-26-D and SENATENH-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,NJ,NJ,Completed,Cory Booker,0,Man — inferred (not on CAWP women roster),Justin Murphy,0,Man — inferred (not on CAWP women roster),Solid D,0.985412,0.014588,0.000000,Kalshi SENATENJ-26-D and SENATENJ-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,NM,NM,Completed,Ben Ray Luján,0,Man — inferred (not on CAWP women roster),Larry Marker,0,Man — inferred (not on CAWP women roster),Solid D,0.974937,0.025063,0.000000,Kalshi SENATENM-26-D and SENATENM-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,OH,OH,Completed,Sherrod Brown,0,Man — inferred (not on CAWP women roster),Jon Husted,0,Man — inferred (not on CAWP women roster),Toss-up,0.539604,0.460396,0.000000,Kalshi SENATEOHS-26-D and SENATEOHS-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,OK,OK,Runoff pending,Unknown,0,Unknown candidate,Kevin Hern,0,Man — inferred (not on CAWP women roster),Solid R,0.027819,0.972181,0.000000,Kalshi SENATEOK-26-D and SENATEOK-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,OR,OR,Completed,Jeff Merkley,0,Man — inferred (not on CAWP women roster),David Smith,0,Man — inferred (not on CAWP women roster),Solid D,0.982421,0.017579,0.000000,Kalshi SENATEOR-26-D and SENATEOR-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,RI,RI,Future primary,Jack Reed,0,Man — inferred (not on CAWP women roster),Unknown,0,Unknown candidate,Solid D,0.981426,0.018574,0.000000,Kalshi SENATERI-26-D and SENATERI-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,SC,SC,Completed,Annie Andrews,1,Woman — Rutgers CAWP roster,Darline Graham,1,Woman — verified candidate,Solid R,0.125000,0.875000,1.000000,Republican runoff resolved; Darline Graham is the nominee. Kalshi SENATESC-26-D and SENATESC-26-R bid/ask midpoints normalized across the two displayed candidates.,https://apnews.com/article/03899983c3702842039e99d62e16ddad,https://www.cookpolitical.com/ratings/senate-race-ratings,https://www.dgraham.senate.gov/,18
2026-08-22,Senate,SD,SD,Completed,Brian Bengs,0,Man — inferred (not on CAWP women roster),Mike Rounds,0,Man — inferred (not on CAWP women roster),Solid R,0.054726,0.945274,0.000000,Kalshi SENATESD-26-BBEN and SENATESD-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,TN,TN,Completed,Marquita Bradshaw,1,Woman — Rutgers CAWP roster,Bill Hagerty,0,Man — inferred (not on CAWP women roster),Solid R,0.037369,0.962631,0.037369,Kalshi SENATETN-26-D and SENATETN-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,TX,TX,Completed,James Talarico,0,Man — inferred (not on CAWP women roster),Ken Paxton,0,Man — inferred (not on CAWP women roster),Toss-up,0.495000,0.505000,0.000000,Kalshi SENATETX-26-D and SENATETX-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,VA,VA,Completed,Mark Warner,0,Man — inferred (not on CAWP women roster),Bert Mizusawa,0,Man — inferred (not on CAWP women roster),Solid D,0.983855,0.016145,0.000000,Kalshi SENATEVA-26-D and SENATEVA-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,WV,WV,Completed,Rachel Fetty Anderson,1,Woman — Rutgers CAWP roster,Shelley Moore Capito,1,Woman — Rutgers CAWP roster,Solid R,0.022033,0.977967,1.000000,Kalshi SENATEWV-26-D and SENATEWV-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
2026-08-28,Senate,WY,WY,Completed,James Byrd,0,Man — inferred (not on CAWP women roster),Harriet Hageman,1,Woman — Rutgers CAWP roster,Solid R,0.015992,0.984008,0.984008,Kalshi SENATEWY-26-D and SENATEWY-26-R bid/ask midpoints normalized across the two displayed candidates.,https://www.270towin.com/2026-senate-election/cook-political-report-2026-senate,https://www.cookpolitical.com/ratings/senate-race-ratings,https://cawp.rutgers.edu/data/candidates-women-candidates-2026,18
